ladder,rung,gamma,k
spin,1,1.302138247610498,0.6327189463456012
spin,1,0.926494297812104,0.8003202718205846
spin,1,1.2947487975072687,0.6362774781833977
spin,1,1.2760456216338947,0.6452506576278262
spin,1,1.5933494680586175,0.4887243853041663
spin,1,1.5793191440230387,0.49573864297606846
spin,1,0.69382421046166,0.8844030646045522
spin,1,1.4717340384210282,0.5494501729589101
spin,1,1.7976509618890764,0.3875430676251384
spin,1,0.8645761691228774,0.8244813165458118
spin,1,0.8392333365483851,0.8340167601458536
spin,1,1.2950941652541474,0.6361113239598511
spin,1,2.83814847782152,0.022843499328825744
spin,1,1.4600009048821145,0.555284440243159
spin,1,0.39602168207220706,0.9613014655380483
spin,1,2.1305508990674564,0.23451087898571304
spin,1,1.7512473207976111,0.41026336859553686
spin,1,1.0033111694638837,0.7687565480188286
spin,1,1.1015056170079038,0.726126895424591
spin,1,1.706286236680216,0.43246212640308074
spin,1,1.6845975878642365,0.44322210738333223
spin,1,2.0179522827942558,0.28379856637134643
spin,1,2.134369698269549,0.2328948213135719
spin,1,0.7663102852753317,0.860237158706378
spin,1,0.9224187823632722,0.8019469995880795
spin,1,1.4909138234344792,0.5398987862834959
spin,1,1.2397813511074012,0.6625015356487115
spin,1,1.7523405998926398,0.4097256586519355
spin,1,2.0321542191694513,0.277417779923211
spin,1,1.2031463873499153,0.6797117048504179
spin,1,1.699564884291061,0.4357935034123378
spin,1,0.37952556473250615,0.9644202544030103
spin,1,1.5113215064598653,0.5297198818044809
spin,1,0.9264003007542266,0.800357846719649
spin,1,2.7965382968042722,0.02947146603400304
spin,1,1.9772857255331595,0.3023063836060896
spin,1,1.848322750118178,0.36301121939037884
spin,1,2.128446199609939,0.2354032122055964
spin,1,1.3312024799031976,0.6186540474472653
spin,1,2.0892417582555542,0.25223477320414933
spin,1,1.6497429706040523,0.4605676687100376
spin,1,1.6147857873155396,0.47801236262016233
spin,1,1.4135687187489991,0.578290308435547
spin,1,1.5181077445185907,0.5263321038238764
spin,1,1.5885164245009438,0.49114041481833737
spin,1,0.894629090800014,0.8129040800415658
spin,1,2.8556979442546355,0.02029514280610579
spin,1,2.626184466197654,0.06495419835733726
