experiment,target,representation,model,encoding,n_uploads,n_qubits,n_layers,n_params,n_train,rotation_id,polar_angle,seed,stepsize,train_acc,test_acc,balanced_acc,majority,ceiling,final_loss,wall_time
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_0,nan,2001,,0.8766666666666667,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_0,nan,2002,,0.8866666666666667,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_0,nan,2000,,0.8866666666666667,0.79,0.79,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_0,nan,2001,,0.8366666666666667,0.85,0.8500000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_0,nan,2002,,0.89,0.81,0.81,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_1,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_1,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_1,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_1,nan,2000,,0.9,0.83,0.83,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_1,nan,2001,,0.8766666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_1,nan,2002,,0.9033333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_1,nan,2000,,0.9133333333333333,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_1,nan,2001,,0.88,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_1,nan,2002,,0.8866666666666667,0.91,0.9099999999999999,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_1,nan,2000,,0.9,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_1,nan,2001,,0.88,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_1,nan,2002,,0.8833333333333333,0.89,0.8899999999999999,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_2,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_2,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_2,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_2,nan,2000,,0.9233333333333333,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_2,nan,2001,,0.8766666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_2,nan,2002,,0.9133333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_2,nan,2000,,0.9266666666666666,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_2,nan,2001,,0.88,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_2,nan,2002,,0.9033333333333333,0.89,0.8899999999999999,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_2,nan,2000,,0.9166666666666666,0.84,0.8400000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_2,nan,2001,,0.8633333333333333,0.89,0.8899999999999999,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_2,nan,2002,,0.9033333333333333,0.9,0.8999999999999999,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_3,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_3,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_3,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_3,nan,2000,,0.9233333333333333,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_3,nan,2001,,0.8733333333333333,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_3,nan,2002,,0.9133333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_3,nan,2000,,0.9233333333333333,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_3,nan,2001,,0.8733333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_3,nan,2002,,0.9033333333333333,0.89,0.8899999999999999,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_3,nan,2000,,0.9233333333333333,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_3,nan,2001,,0.86,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_3,nan,2002,,0.86,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_4,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_4,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_4,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_4,nan,2000,,0.9233333333333333,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_4,nan,2001,,0.8733333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_4,nan,2002,,0.9066666666666666,0.88,0.8799999999999999,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_4,nan,2000,,0.9233333333333333,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_4,nan,2001,,0.8766666666666667,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_4,nan,2002,,0.8866666666666667,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_4,nan,2000,,0.92,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_4,nan,2001,,0.8666666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_4,nan,2002,,0.8866666666666667,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_5,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_5,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_5,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_5,nan,2000,,0.9166666666666666,0.83,0.83,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_5,nan,2001,,0.8633333333333333,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_5,nan,2002,,0.9066666666666666,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_5,nan,2000,,0.93,0.81,0.81,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_5,nan,2001,,0.8833333333333333,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_5,nan,2002,,0.8966666666666666,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_5,nan,2000,,0.8866666666666667,0.82,0.82,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_5,nan,2001,,0.8666666666666667,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_5,nan,2002,,0.9066666666666666,0.9,0.9,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_6,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_6,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_6,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_6,nan,2000,,0.9166666666666666,0.82,0.8200000000000001,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_6,nan,2001,,0.8766666666666667,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_6,nan,2002,,0.9,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_6,nan,2000,,0.9233333333333333,0.82,0.8200000000000001,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_6,nan,2001,,0.87,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_6,nan,2002,,0.9033333333333333,0.84,0.8400000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_6,nan,2000,,0.8866666666666667,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_6,nan,2001,,0.8666666666666667,0.88,0.8799999999999999,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_6,nan,2002,,0.7333333333333333,0.71,0.71,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_7,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_7,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_7,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_7,nan,2000,,0.9133333333333333,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_7,nan,2001,,0.8766666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_7,nan,2002,,0.9066666666666666,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_7,nan,2000,,0.9266666666666666,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_7,nan,2001,,0.87,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_7,nan,2002,,0.9033333333333333,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_7,nan,2000,,0.9133333333333333,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_7,nan,2001,,0.88,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_7,nan,2002,,0.9,0.89,0.8899999999999999,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_8,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_8,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_8,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_8,nan,2000,,0.9166666666666666,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_8,nan,2001,,0.8766666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_8,nan,2002,,0.9133333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_8,nan,2000,,0.9266666666666666,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_8,nan,2001,,0.87,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_8,nan,2002,,0.8933333333333333,0.89,0.89,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_8,nan,2000,,0.93,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_8,nan,2001,,0.87,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_8,nan,2002,,0.8833333333333333,0.9,0.8999999999999999,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_9,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_9,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_9,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_9,nan,2000,,0.92,0.83,0.83,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_9,nan,2001,,0.8633333333333333,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_9,nan,2002,,0.9,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_9,nan,2000,,0.9033333333333333,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_9,nan,2001,,0.87,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_9,nan,2002,,0.9133333333333333,0.89,0.89,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_9,nan,2000,,0.7666666666666667,0.75,0.75,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_9,nan,2001,,0.71,0.73,0.73,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_9,nan,2002,,0.9033333333333333,0.91,0.9099999999999999,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_10,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_10,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_10,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_10,nan,2000,,0.92,0.83,0.83,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_10,nan,2001,,0.8633333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_10,nan,2002,,0.8966666666666666,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_10,nan,2000,,0.9166666666666666,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_10,nan,2001,,0.8733333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_10,nan,2002,,0.9033333333333333,0.87,0.87,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_10,nan,2000,,0.8866666666666667,0.84,0.8400000000000001,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_10,nan,2001,,0.87,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_10,nan,2002,,0.8866666666666667,0.9,0.8999999999999999,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_11,nan,2000,,0.91,0.83,0.8300000000000001,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_11,nan,2001,,0.8566666666666667,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,bloch,VQC,,,,,12,300,haar_11,nan,2002,,0.89,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_11,nan,2000,,0.92,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_11,nan,2001,,0.8633333333333333,0.88,0.88,0.5,,,
faithfulness-haar,latitude_bands,cartesian,FFNN(cartesian),,,,,41,300,haar_11,nan,2002,,0.9033333333333333,0.89,0.8899999999999999,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_11,nan,2000,,0.9233333333333333,0.82,0.8200000000000001,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_11,nan,2001,,0.87,0.85,0.85,0.5,,,
faithfulness-haar,latitude_bands,sincos,FFNN(sincos),,,,,49,300,haar_11,nan,2002,,0.9033333333333333,0.86,0.86,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_11,nan,2000,,0.9033333333333333,0.84,0.84,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_11,nan,2001,,0.8633333333333333,0.9,0.8999999999999999,0.5,,,
faithfulness-haar,latitude_bands,raw,FFNN(raw),,,,,33,300,haar_11,nan,2002,,0.8933333333333333,0.84,0.8400000000000001,0.5,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,10,polar,,2000,,0.9,0.53,0.53,0.6,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,10,polar,,2001,,0.8,0.89,0.89,0.6,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,10,polar,,2002,,0.8,0.65,0.65,0.6,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,10,polar,,2000,,1.0,0.66,0.66,0.6,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,10,polar,,2001,,1.0,0.78,0.78,0.6,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,10,polar,,2002,,1.0,0.86,0.86,0.6,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,10,polar,,2000,,1.0,0.71,0.71,0.6,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,10,polar,,2001,,1.0,0.79,0.79,0.6,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,10,polar,,2002,,1.0,0.83,0.83,0.6,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,10,polar,,2000,,1.0,0.53,0.53,0.6,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,10,polar,,2001,,0.7,0.54,0.54,0.6,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,10,polar,,2002,,0.9,0.6,0.6,0.6,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,20,polar,,2000,,0.75,0.85,0.8500000000000001,0.5,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,20,polar,,2001,,0.95,0.8,0.8,0.5,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,20,polar,,2002,,0.95,0.85,0.8500000000000001,0.6,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,20,polar,,2000,,1.0,0.75,0.75,0.5,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,20,polar,,2001,,1.0,0.84,0.8400000000000001,0.5,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,20,polar,,2002,,1.0,0.79,0.79,0.6,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,20,polar,,2000,,0.95,0.76,0.76,0.5,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,20,polar,,2001,,1.0,0.84,0.8400000000000001,0.5,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,20,polar,,2002,,1.0,0.79,0.79,0.6,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,20,polar,,2000,,0.85,0.76,0.76,0.5,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,20,polar,,2001,,1.0,0.76,0.76,0.5,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,20,polar,,2002,,0.85,0.68,0.6799999999999999,0.6,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,40,polar,,2000,,0.925,0.82,0.8200000000000001,0.55,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,40,polar,,2001,,0.825,0.79,0.79,0.525,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,40,polar,,2002,,0.875,0.9,0.8999999999999999,0.525,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,40,polar,,2000,,1.0,0.82,0.82,0.55,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,40,polar,,2001,,0.9,0.84,0.8400000000000001,0.525,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,40,polar,,2002,,1.0,0.79,0.79,0.525,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,40,polar,,2000,,1.0,0.85,0.8500000000000001,0.55,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,40,polar,,2001,,0.95,0.84,0.8400000000000001,0.525,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,40,polar,,2002,,1.0,0.74,0.74,0.525,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,40,polar,,2000,,1.0,0.85,0.8500000000000001,0.55,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,40,polar,,2001,,0.925,0.8,0.8,0.525,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,40,polar,,2002,,0.975,0.74,0.74,0.525,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,80,polar,,2000,,0.925,0.83,0.83,0.5125,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,80,polar,,2001,,0.85,0.89,0.89,0.55,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,80,polar,,2002,,0.875,0.82,0.8200000000000001,0.5375,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,80,polar,,2000,,0.9375,0.84,0.84,0.5125,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,80,polar,,2001,,0.95,0.86,0.86,0.55,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,80,polar,,2002,,0.9125,0.82,0.8200000000000001,0.5375,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,80,polar,,2000,,0.975,0.81,0.81,0.5125,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,80,polar,,2001,,0.95,0.84,0.8400000000000001,0.55,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,80,polar,,2002,,0.9375,0.75,0.75,0.5375,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,80,polar,,2000,,0.875,0.81,0.81,0.5125,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,80,polar,,2001,,0.8875,0.88,0.8799999999999999,0.55,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,80,polar,,2002,,0.65,0.67,0.6699999999999999,0.5375,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,160,polar,,2000,,0.9,0.83,0.83,0.525,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,160,polar,,2001,,0.85,0.83,0.8300000000000001,0.5125,,,
sample-efficiency,latitude_bands,bloch,VQC,,,,,12,160,polar,,2002,,0.9125,0.85,0.85,0.5125,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,160,polar,,2000,,0.9125,0.83,0.83,0.525,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,160,polar,,2001,,0.9,0.86,0.86,0.5125,,,
sample-efficiency,latitude_bands,cartesian,FFNN(cartesian),,,,,41,160,polar,,2002,,0.93125,0.85,0.85,0.5125,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,160,polar,,2000,,0.925,0.83,0.8300000000000001,0.525,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,160,polar,,2001,,0.8875,0.84,0.84,0.5125,,,
sample-efficiency,latitude_bands,sincos,FFNN(sincos),,,,,49,160,polar,,2002,,0.9625,0.84,0.84,0.5125,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,160,polar,,2000,,0.5,0.45,0.45,0.525,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,160,polar,,2001,,0.8875,0.85,0.8500000000000001,0.5125,,,
sample-efficiency,latitude_bands,raw,FFNN(raw),,,,,33,160,polar,,2002,,0.925,0.81,0.81,0.5125,,,
